,precision,recall,f1-score,support
0.0,0.6,0.75,0.6666666666666665,4.0
1.0,0.0,0.0,0.0,2.0
2.0,1.0,0.75,0.8571428571428571,4.0
3.0,0.5,0.3333333333333333,0.4,3.0
4.0,0.5,0.5,0.5,2.0
5.0,0.25,0.5,0.3333333333333333,2.0
6.0,0.5,0.5,0.5,4.0
7.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
8.0,0.5,0.3333333333333333,0.4,3.0
9.0,0.6,0.75,0.6666666666666665,4.0
10.0,0.0,0.0,0.0,3.0
11.0,1.0,0.5,0.6666666666666666,4.0
12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
13.0,0.4,0.5,0.4444444444444445,4.0
14.0,0.5,0.3333333333333333,0.4,3.0
15.0,0.5,0.6666666666666666,0.5714285714285715,3.0
16.0,1.0,0.6666666666666666,0.8,3.0
17.0,0.75,0.75,0.75,4.0
18.0,0.4,0.6666666666666666,0.5,3.0
19.0,1.0,0.5,0.6666666666666666,2.0
20.0,0.75,1.0,0.8571428571428571,3.0
21.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
22.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
23.0,0.3333333333333333,0.5,0.4,2.0
24.0,0.5,0.6666666666666666,0.5714285714285715,3.0
25.0,0.0,0.0,0.0,3.0
accuracy,0.5125,0.5125,0.5125,0.5125
macro avg,0.5096153846153846,0.49358974358974356,0.48531746031746026,80.0
weighted avg,0.5314583333333334,0.5125,0.5063293650793651,80.0
0,25
1,13
2,13
3,2
4,18
5,17
6,18
7,23
8,24
9,20
10,9
11,9
12,11
13,5
14,4
15,5
16,6
17,3
18,2
19,7
20,16
21,0
22,9
23,17
24,9
25,4
26,10
27,18
28,23
29,12
30,5
31,22
32,5
33,16
34,13
35,24
36,6
37,8
38,15
39,17
40,25
41,7
42,13
43,15
44,10
45,0
46,22
47,18
48,24
49,0
50,7
51,3
52,20
53,20
54,15
55,6
56,23
57,9
58,1
59,14
60,12
61,2
62,11
63,0
64,0
65,12
66,6
67,20
68,13
69,21
70,24
71,22
72,21
73,8
74,21
75,18
76,15
77,17
78,14
79,19
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
